date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,exchange rate,city,zipcode,labels
0.013626963148034724,0.022318759874170285,0.017193326611878702,0.019209783340763623,0.049686162461781556,0.019665578807861378,0.0,0.0,0.013562032200365252,0.022249506353974303,0.0,0.01585811066323553,0.02539518777973568,0.015247858798552144,15.0,17.0,675000.0
0.013626963148034724,0.008927503949668113,0.006877330644751481,0.00824249568876737,0.006917413536253246,0.009832789403930689,0.0,0.0,0.009041354800243501,0.009546774002946422,0.0,0.015617714847218822,0.0,0.01403047015243196,34.0,49.0,235000.0
0.013626963148034724,0.017855007899336226,0.017193326611878702,0.014986355797758855,0.006915205851082101,0.019665578807861378,0.0,0.0,0.013562032200365252,0.01735777091444804,0.0,0.01592221621417332,0.025218657179479322,0.013506834661619276,1.0,0.0,237228.0
0.013626963148034724,0.01339125592450217,0.010315995967127222,0.008174375889686648,0.007152899954508675,0.009832789403930689,0.0,0.0,0.018082709600487003,0.009467875044244385,0.0,0.0157459259490944,0.0,0.016990777755945995,17.0,26.0,242500.0
0.013626963148034724,0.01339125592450217,0.012035328628315092,0.009332412474058924,0.004310873244188459,0.009832789403930689,0.0,0.0,0.013562032200365252,0.010809157342179005,0.0,0.01592221621417332,0.025218657179479322,0.014706498418889812,9.0,73.0,257950.0
0.013626963148034724,0.017855007899336226,0.013754661289502961,0.010081730263946867,0.006347094867040877,0.009832789403930689,0.0,0.0,0.018082709600487003,0.011677045887901407,0.0,0.015818044693899413,0.0,0.015023792315284626,31.0,33.0,260000.0
0.013626963148034724,0.01339125592450217,0.010315995967127222,0.008038136291525205,0.007562793501284533,0.009832789403930689,0.0,0.0,0.013562032200365252,0.00931007712684031,0.0,0.015890163438704426,0.02533214113678698,0.017520820659084255,26.0,27.0,275000.0
0.013626963148034724,0.01339125592450217,0.017193326611878702,0.014237038007870913,0.00797268704806039,0.009832789403930689,0.0,0.0,0.018082709600487003,0.010730258383476968,0.020877823269459604,0.01592221621417332,0.0,0.01714487532772149,13.0,2.0,285000.0
0.013626963148034724,0.01339125592450217,0.020631991934254443,0.012602162829933582,0.014692880709024714,0.009832789403930689,0.0,0.0,0.018082709600487003,0.008599986498521983,0.021735816006560684,0.015962282183509438,0.0,0.01758674441766479,20.0,23.0,287200.0
0.013626963148034724,0.008927503949668113,0.017193326611878702,0.011103527250157697,0.0010067044380419618,0.019665578807861378,0.0,0.0,0.013562032200365252,0.010099066713860677,0.010009915266179264,0.01609850647925224,0.0,0.01697469652867677,34.0,49.0,295000.0
0.013626963148034724,0.01339125592450217,0.017193326611878702,0.017302428966503407,0.003716270038093499,0.019665578807861378,0.0,0.0,0.013562032200365252,0.02004033551031728,0.0,0.016074466897650568,0.0,0.015533625057187863,17.0,26.0,300000.0
0.013626963148034724,0.008927503949668113,0.006877330644751481,0.005790182921861376,0.004543416082215696,0.009832789403930689,0.0,0.0,0.018082709600487003,0.006706411489673106,0.0,0.015625728041086046,0.02500429859345375,0.014045309001953275,35.0,67.0,308500.0
0.013626963148034724,0.01339125592450217,0.006877330644751481,0.007901896693363759,0.006755516623702638,0.009832789403930689,0.0,0.0,0.013562032200365252,0.009152279209436238,0.0,0.01576996553069607,0.025180829193710102,0.016407949377123133,41.0,44.0,315000.0
0.013626963148034724,0.01339125592450217,0.015473993950690832,0.010762928254754087,0.01193253835003685,0.009832789403930689,0.0,0.0,0.018082709600487003,0.012466035474921772,0.0,0.01585009746936831,0.025218657179479322,0.016033791191385677,12.0,14.0,335000.0
0.013626963148034724,0.008927503949668113,0.013754661289502961,0.009196172875897479,0.0018838913460434371,0.009832789403930689,0.0,0.0,0.013562032200365252,0.010651359424774933,0.0,0.01583407108163386,0.0,0.01514733251616276,30.0,31.0,335000.0
0.013626963148034724,0.01339125592450217,0.013754661289502961,0.013147121222579359,0.008791738246555056,0.009832789403930689,0.0,0.0,0.018082709600487003,0.015227499029493052,0.0,0.015753939142961623,0.0,0.016643062635114416,17.0,26.0,342000.0
0.013626963148034724,0.01339125592450217,0.006877330644751481,0.007425058099798706,0.00473548469210528,0.009832789403930689,0.0,0.0,0.018082709600487003,0.008599986498521983,0.0,0.015665794010422163,0.02533214113678698,0.013980744901112606,34.0,49.0,365000.0
0.013626963148034724,0.017855007899336226,0.020631991934254443,0.021185257514104563,0.005321257157515661,0.019665578807861378,0.0,0.0,0.013562032200365252,0.02453757615633336,0.0,0.016002348152845555,0.0,0.016285562284919973,1.0,45.0,367500.0
0.013626963148034724,0.017855007899336226,0.012035328628315092,0.010626688656592642,0.006402286996319493,0.009832789403930689,0.0,0.0,0.018082709600487003,0.0123082375575177,0.0,0.01576195233682885,0.0,0.01579357352321912,18.0,22.0,382500.0
0.013626963148034724,0.01339125592450217,0.022351324595442312,0.008991813478655313,0.0009765327407029848,0.019665578807861378,0.0,0.0,0.013562032200365252,0.0082054917050118,0.00800793221294341,0.016090493285385015,0.0,0.015086382999236942,34.0,74.0,385000.0
0.013626963148034724,0.01339125592450217,0.013754661289502961,0.013351480619821525,0.00964022524733165,0.009832789403930689,0.0,0.043426983270794736,0.02260338700060875,0.013018328185836028,0.00886592495004449,0.01568182039815661,0.0,0.01741630975379724,25.0,68.0,403000.0
0.013626963148034724,0.01339125592450217,0.017193326611878702,0.013147121222579359,0.007697462296724356,0.019665578807861378,0.0,0.0,0.013562032200365252,0.015227499029493052,0.0,0.015994334958978333,0.0,0.014334017454348763,31.0,37.0,407500.0
0.013626963148034724,0.01339125592450217,0.010315995967127222,0.010694808455673365,0.004930496882223058,0.009832789403930689,0.0,0.0,0.018082709600487003,0.012387136516219737,0.0,0.01567380720428939,0.0,0.0177610154402804,2.0,6.0,419000.0
0.013626963148034724,0.01339125592450217,0.015473993950690832,0.013623959816144414,0.005909237308097188,0.009832789403930689,0.0,0.0,0.018082709600487003,0.007889895870203653,0.028599757903369324,0.015729899561359954,0.0,0.014314143619661013,2.0,7.0,420000.0
0.013626963148034724,0.017855007899336226,0.010315995967127222,0.013079001423498637,0.007358950570482177,0.009832789403930689,0.0,0.0,0.018082709600487003,0.008442188581117909,0.024309794217863924,0.01565778081655494,0.02495386127909479,0.014475792505060996,2.0,5.0,430000.0
